campaign_name_std,adset_name_std,ad_name_std,ad_id,effective_status,created_dt,impressions_std,clicks_std,spend_std,purchase_std,cpp_std,lpv_inc,custom_event_inc,inc_initiate_checkout,inc_purchase,ctr,connect_rate,bounce_rate,cost_per_checkout,cac,performance_score,pause_reason,is_top5,w_ctr,w_connect_rate,w_bounce_rate,w_cost_per_checkout,w_cac,run_at
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL267_LIDIASANTOSDEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080830670,PAUSED,2025-12-08 13:30:07-03:00,28001,573,959.53,2.0,479.765,141.0,71.0,12.0,2.0,0.02046355487304025,0.6077586206896551,0.5035460992907801,79.96083333333333,479.765,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL288_PAMFRISONDEZ1_VAR5_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080840670,ACTIVE,2025-12-08 13:29:59-03:00,676163,5644,15626.56,48.0,325.55333333333334,2636.0,2271.0,602.0,48.0,0.00834709973778512,0.7153324287652646,0.8615326251896813,25.957740863787375,325.55333333333334,6.85,,True,1.1618478919854505,0.21278527413839293,0.9233528427166873,0.03684558077165693,7.665168410387812,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL265_TACIARADEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080850670,PAUSED,2025-12-08 13:30:14-03:00,0,0,0.0,1.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL264_TACIARADEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080860670,PAUSED,2025-12-08 13:30:03-03:00,233317,15913,5411.26,5.0,1082.252,1783.0,380.0,112.0,5.0,0.06820334566276783,0.4494580287370809,0.2131239484015704,48.31482142857143,1082.252,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL268_LIDIASANTOSDEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080870670,PAUSED,2025-12-08 13:30:14-03:00,9071,359,370.04,0.0,inf,51.0,28.0,4.0,0.0,0.039576672913680964,0.5425531914893617,0.5490196078431373,92.51,0.0,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL285_PAMFRISONDEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080880670,PAUSED,2025-12-08 13:30:11-03:00,0,0,0.0,0.0,inf,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL266_TACIARADEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080890670,ACTIVE,2025-12-08 13:30:17-03:00,280182,2089,7178.62,14.0,512.7585714285714,1043.0,465.0,133.0,14.0,0.00745586797153279,0.6309739866908651,0.4458293384467881,53.97458646616541,512.7585714285714,3.22,,False,1.1618478919854505,0.21278527413839293,0.9233528427166873,0.03684558077165693,7.665168410387812,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL284_PAMFRISONDEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080940670,ACTIVE,2025-12-08 13:29:59-03:00,33798,1138,1492.06,5.0,298.412,270.0,84.0,24.0,5.0,0.033670631398307595,0.4891304347826087,0.3111111111111111,62.16916666666666,298.412,6.88,,True,1.1618478919854505,0.21278527413839293,0.9233528427166873,0.03684558077165693,7.665168410387812,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,T225_VOY_WL_OWN_NOV25_ANTES-E-DEPOIS-IMG3_V2,120240999253890670,PAUSED,2025-12-08 13:35:03-03:00,0,0,0.0,0.0,inf,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,T232_VOY_WL_OWN_NOV25_ANTES-E-DEPOIS-IMG4_V4,120240999253920670,PAUSED,2025-12-08 13:34:25-03:00,0,0,0.0,0.0,inf,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL214_OWN_VAR1_November_BR_VID_FB_Normal_NA_NoActor_In-house_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Anchor,120240999253950670,PAUSED,2025-12-08 13:34:41-03:00,9363,157,310.59,1.0,310.59,97.0,19.0,6.0,1.0,0.016768129872903985,0.6879432624113475,0.1958762886597938,51.76499999999999,310.59,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL168_NATHALIARAMOS_VAR3_NA_BR_VID_FB_Normal_NA_NoActor_In-house_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Anchor,120240999253960670,PAUSED,2025-12-08 13:34:48-03:00,119731,6219,3791.59,2.0,1895.795,889.0,425.0,123.0,2.0,0.05194143538431985,0.6760456273764258,0.4780652418447694,30.825934959349595,1895.795,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL156_PLANODEEMAGRECIMENTOS_VAR4_NA_BR_IMG_FB_Normal_NA_NoActor_In-house_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Anchor,120240999253980670,PAUSED,2025-12-08 13:35:15-03:00,545820,3223,16991.62,26.0,653.5238461538461,1749.0,1357.0,375.0,26.0,0.005904877065699315,0.7445721583652618,0.775871926815323,45.310986666666665,653.5238461538461,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL71_Convenience_VAR10_NA_BR_VID_FB_Normal_NA_NoActor_In-house_Informative_NA_Informative_NA_Ease_ImprovedHealth_UGC-Anchor,120240999254020670,PAUSED,2025-12-08 13:34:44-03:00,26706,183,790.38,1.0,790.38,116.0,61.0,14.0,1.0,0.006852392720736913,0.8285714285714286,0.5258620689655172,56.455714285714286,790.38,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL138_NATHALIE_VAR4_NA_BR_IMG_FB_Normal_NA_NoActor_In-house_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Anchor,120240999254110670,PAUSED,2025-12-08 13:34:51-03:00,15422,98,690.78,1.0,690.78,28.0,29.0,6.0,1.0,0.006354558423032032,0.4745762711864407,1.0357142857142858,115.13,690.78,,,False,,,,,,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL231_AnteseDepois55kg_VAR4_November_BR_IMG_FB_Normal_Customer_NoActor_In-house_Results_NA_Urgency_BeforeAfter_Efficacy_ImprovedQualityOfLife_UGC-Influencer,120240999254130670,ACTIVE,2025-12-08 13:35:12-03:00,273434,2009,4975.63,17.0,292.6841176470588,702.0,486.0,137.0,17.0,0.00734729404536378,0.6610169491525424,0.6923076923076923,36.31846715328467,292.6841176470588,7.13,,True,1.1618478919854505,0.21278527413839293,0.9233528427166873,0.03684558077165693,7.665168410387812,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL233_AnteseDepois21kg_VAR4_November_BR_IMG_FB_Normal_Customer_NoActor_In-house_Results_NA_Urgency_BeforeAfter_Efficacy_ImprovedQualityOfLife_UGC-Anchor,120240999254170670,ACTIVE,2025-12-08 13:34:22-03:00,353683,2254,9236.19,26.0,355.23807692307696,1187.0,730.0,249.0,26.0,0.006372938478807293,0.6917249417249417,0.6149957877000842,37.093132530120485,355.23807692307696,6.03,,False,1.1618478919854505,0.21278527413839293,0.9233528427166873,0.03684558077165693,7.665168410387812,2026-01-07T18-57-42Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL229_AnteseDepois29kg_VAR4_November_BR_IMG_FB_Normal_Customer_NoActor_In-house_Results_NA_Urgency_BeforeAfter_Efficacy_ImprovedQualityOfLife_UGC-Anchor,120240999254190670,ACTIVE,2025-12-08 13:34:53-03:00,1532267,9089,25063.82,62.0,404.2551612903226,3907.0,2614.0,662.0,62.0,0.005931733829678509,0.7013103572069647,0.6690555413360635,37.86075528700906,404.2551612903226,5.29,,False,1.1618478919854505,0.21278527413839293,0.9233528427166873,0.03684558077165693,7.665168410387812,2026-01-07T18-57-42Z
