campaign_name_std,adset_name_std,ad_name_std,ad_id,effective_status,created_dt,impressions_std,clicks_std,spend_std,purchase_std,cpp_std,lpv_inc,custom_event_inc,inc_initiate_checkout,inc_purchase,ctr,connect_rate,bounce_rate,cost_per_checkout,cac,performance_score,pause_reason,is_top5,w_ctr,w_connect_rate,w_bounce_rate,w_cost_per_checkout,w_cac,run_at
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL267_LIDIASANTOSDEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080830670,PAUSED,2025-12-08 13:30:07-03:00,30449,649,1045.5,2.0,522.75,156.0,73.0,12.0,2.0,0.02131432887779566,0.6290322580645161,0.46794871794871795,87.125,522.75,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL288_PAMFRISONDEZ1_VAR5_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080840670,ACTIVE,2025-12-08 13:29:59-03:00,637760,5201,14638.03,45.0,325.2895555555556,2447.0,2067.0,551.0,45.0,0.008155105368790768,0.7271916790490341,0.8447078054760931,26.56629764065336,325.2895555555556,8.49,,True,0.2560206929596073,1.6500199610999624,1.5734579807011162,0.13897057746041833,6.381530787778897,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL265_TACIARADEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080850670,PAUSED,2025-12-08 13:30:14-03:00,7299,284,61.64,1.0,61.64,161.0,19.0,8.0,1.0,0.038909439649267026,0.8895027624309392,0.11801242236024845,7.705,61.64,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL264_TACIARADEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080860670,PAUSED,2025-12-08 13:30:03-03:00,256064,16644,5849.97,5.0,1169.9940000000001,2061.0,430.0,132.0,5.0,0.06499937515621095,0.4767522553782096,0.20863658418243572,44.31795454545455,1169.9940000000001,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL268_LIDIASANTOSDEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080870670,PAUSED,2025-12-08 13:30:14-03:00,11546,465,452.06,0.0,inf,69.0,34.0,4.0,0.0,0.04027368785726659,0.5655737704918032,0.4927536231884058,113.015,0.0,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL285_PAMFRISONDEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080880670,PAUSED,2025-12-08 13:30:11-03:00,3,0,0.21,0.0,inf,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.21,0.0,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL266_TACIARADEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080890670,ACTIVE,2025-12-08 13:30:17-03:00,245207,1812,6492.18,14.0,463.7271428571429,921.0,422.0,118.0,14.0,0.007389674846150395,0.6645021645021645,0.4581976112920738,55.01847457627119,463.7271428571429,6.16,,False,0.2560206929596073,1.6500199610999624,1.5734579807011162,0.13897057746041833,6.381530787778897,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL286_PAMFRISONDEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080900670,PAUSED,2025-12-08 13:30:11-03:00,92,5,2.52,0.0,inf,5.0,0.0,1.0,0.0,0.05434782608695652,1.0,0.0,2.52,0.0,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL269_LIDIASANTOSDEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080910670,PAUSED,2025-12-08 13:30:17-03:00,24,1,3.35,0.0,inf,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,,,False,,,,,,2026-01-06T14-50-19Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL287_PAMFRISONDEZ1_VAR4_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080930670,PAUSED,2025-12-08 13:30:07-03:00,29,0,1.1,0.0,inf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,,,,,,2026-01-06T14-50-19Z
