campaign_name_std,adset_name_std,ad_name_std,ad_id,effective_status,created_dt,impressions_std,clicks_std,spend_std,purchase_std,cpp_std,lpv_inc,custom_event_inc,inc_initiate_checkout,inc_purchase,ctr,connect_rate,bounce_rate,cost_per_checkout,cac,performance_score,pause_reason,is_top5,w_ctr,w_connect_rate,w_bounce_rate,w_cost_per_checkout,w_cac,run_at
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL267_LIDIASANTOSDEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080830670,PAUSED,2025-12-08 13:30:07-03:00,32607,720,1121.07,0.0,inf,169.0,73.0,9.0,0.0,0.022081148219707424,0.6475095785440613,0.4319526627218935,124.56333333333333,0.0,1.89,SCORE_LT_3,False,0.815045554490764,2.060746701381651,1.058565608094411,0.0969946995055753,5.968647436527599,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL288_PAMFRISONDEZ1_VAR5_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080840670,ACTIVE,2025-12-08 13:29:59-03:00,597220,4770,13631.12,42.0,324.5504761904762,2240.0,1857.0,504.0,42.0,0.007987006463279864,0.735873850197109,0.8290178571428571,27.045873015873017,324.5504761904762,7.39,,True,0.815045554490764,2.060746701381651,1.058565608094411,0.0969946995055753,5.968647436527599,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL265_TACIARADEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080850670,PAUSED,2025-12-08 13:30:14-03:00,28326,1000,236.26,1.0,236.26,575.0,42.0,14.0,1.0,0.03530325496010732,0.8543833580980683,0.07304347826086957,16.875714285714285,236.26,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL264_TACIARADEZ1_VAR1_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080860670,PAUSED,2025-12-08 13:30:03-03:00,277160,17262,6234.34,6.0,1039.0566666666666,2229.0,492.0,153.0,6.0,0.06228171453312166,0.4908610438229465,0.22072678331090176,40.747320261437906,1039.0566666666666,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL268_LIDIASANTOSDEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080870670,PAUSED,2025-12-08 13:30:14-03:00,13914,567,529.23,1.0,529.23,85.0,39.0,9.0,1.0,0.0407503234152652,0.5743243243243243,0.4588235294117647,58.803333333333335,529.23,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL285_PAMFRISONDEZ1_VAR2_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080880670,PAUSED,2025-12-08 13:30:11-03:00,785,45,17.79,0.0,inf,8.0,4.0,1.0,0.0,0.05732484076433121,0.4444444444444444,0.5,17.79,0.0,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL266_TACIARADEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_TACIARADEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080890670,ACTIVE,2025-12-08 13:30:17-03:00,203641,1428,5581.14,12.0,465.095,721.0,348.0,99.0,12.0,0.00701234034403681,0.6713221601489758,0.4826629680998613,56.375151515151515,465.095,5.55,,False,0.815045554490764,2.060746701381651,1.058565608094411,0.0969946995055753,5.968647436527599,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL286_PAMFRISONDEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080900670,PAUSED,2025-12-08 13:30:11-03:00,914,19,42.26,0.0,inf,12.0,3.0,2.0,0.0,0.020787746170678335,0.8571428571428571,0.25,21.13,0.0,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL269_LIDIASANTOSDEZ1_VAR3_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080910670,PAUSED,2025-12-08 13:30:17-03:00,130,5,6.41,0.0,inf,3.0,0.0,0.0,0.0,0.038461538461538464,0.6,0.0,0.0,0.0,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL270_LIDIASANTOSDEZ1_VAR4_NA_BR_VID_FB_Normal_ContentCreator_LIDIASANTOSDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080920670,PAUSED,2025-12-08 13:30:03-03:00,228,14,11.64,0.0,inf,2.0,0.0,0.0,0.0,0.06140350877192982,0.5,0.0,0.0,0.0,,,False,,,,,,2026-01-05T16-14-30Z
Voy_WL_Acquisition-ASC,WL_Testing_25_65+_W&M_Broad_SUL-SUDESTE_DEZ1,WL287_PAMFRISONDEZ1_VAR4_NA_BR_VID_FB_Normal_ContentCreator_PAMFRISONDEZ_CreatorMade_Informative_NA_Informative_NA_NA_ImprovedHealth_UGC-Influencer,120240999080930670,PAUSED,2025-12-08 13:30:07-03:00,160,0,6.87,0.0,inf,0.0,2.0,1.0,0.0,0.0,0.0,0.0,6.87,0.0,,,False,,,,,,2026-01-05T16-14-30Z
